amount_tsh,date_recorded,gps_height,basin,region,population,scheme_management,permit,construction_year,extraction_type_class,payment_type,quality_group,quantity_group,source_type,waterpoint_type_group,status_group,month_recorded,age
0.0,2013-01-25,74,Ruvuma/Southern Coast,Lindi,1251,VWC,True,1970-01-01 00:00:00.000001988,handpump,never pay,good,insufficient,shallow well,hand pump,functional needs repair,1,43
250.0,2013-02-13,1397,Lake Tanganyika,Kigoma,270,Water authority,True,1970-01-01 00:00:00.000002002,gravity,monthly,good,enough,river/lake,communal standpipe,functional needs repair,2,43
0.0,2013-02-27,1345,Pangani,Manyara,1,VWC,True,1970-01-01 00:00:00.000002006,submersible,never pay,good,enough,borehole,communal standpipe,non functional,2,43
200.0,2013-02-11,984,Lake Tanganyika,Kigoma,450,VWC,True,1970-01-01 00:00:00.000001984,gravity,monthly,good,enough,spring,communal standpipe,functional,2,43
0.0,2011-07-06,0,Lake Tanganyika,Kagera,0,VWC,False,1970-01-01 00:00:00.000000000,handpump,monthly,good,enough,shallow well,hand pump,functional,7,41
25.0,2011-07-13,1528,Lake Tanganyika,Rukwa,1,VWC,False,1970-01-01 00:00:00.000001987,handpump,per bucket,salty,enough,borehole,hand pump,non functional,7,41
0.0,2011-07-19,0,Lake Victoria,Mwanza,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,per bucket,good,insufficient,borehole,hand pump,functional,7,41
0.0,2013-02-15,1422,Pangani,Kilimanjaro,40,Other,True,1970-01-01 00:00:00.000001972,gravity,never pay,good,insufficient,river/lake,other,functional needs repair,2,43
0.0,2011-07-08,0,Lake Victoria,Kagera,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,insufficient,shallow well,hand pump,non functional,7,41
0.0,2011-04-05,0,Rufiji,Mbeya,0,VWC,False,1970-01-01 00:00:00.000000000,gravity,never pay,good,enough,spring,other,functional,4,41
0.0,2011-03-21,453,Wami/Ruvu,Morogoro,50,VWC,True,1970-01-01 00:00:00.000001986,other,never pay,good,insufficient,shallow well,other,non functional,3,41
0.0,2012-10-31,0,Internal,Shinyanga,0,WUG,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,insufficient,shallow well,hand pump,functional,10,42
0.0,2011-03-28,752,Wami/Ruvu,Morogoro,56,VWC,True,1970-01-01 00:00:00.000001970,gravity,never pay,good,insufficient,river/lake,communal standpipe,non functional,3,41
0.0,2013-02-19,0,Lake Victoria,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,handpump,never pay,good,enough,shallow well,hand pump,functional,2,43
50.0,2013-01-17,1170,Internal,Singida,218,WUA,True,1970-01-01 00:00:00.000002008,submersible,per bucket,good,enough,borehole,communal standpipe,non functional,1,43
100.0,2011-03-16,100,Wami/Ruvu,Pwani,1,Water authority,True,1970-01-01 00:00:00.000002010,motorpump,per bucket,good,insufficient,river/lake,communal standpipe,functional,3,41
0.0,2011-08-13,0,Lake Victoria,Mwanza,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,enough,shallow well,hand pump,non functional,8,41
500.0,2011-03-08,1634,Pangani,Tanga,1,VWC,True,1970-01-01 00:00:00.000001971,gravity,monthly,good,enough,spring,communal standpipe,functional,3,41
0.0,2011-04-19,0,Wami/Ruvu,Morogoro,420,VWC,True,1970-01-01 00:00:00.000001999,gravity,never pay,good,enough,rainwater harvesting,communal standpipe,non functional,4,41
200.0,2011-02-22,2559,Lake Nyasa,Iringa,0,VWC,False,1970-01-01 00:00:00.000002008,gravity,monthly,good,enough,spring,communal standpipe,functional,2,41
0.0,2011-03-02,454,Lake Nyasa,Iringa,100,VWC,False,1970-01-01 00:00:00.000002007,motorpump,never pay,good,enough,river/lake,communal standpipe,functional,3,41
5.0,2013-12-03,1524,Internal,Arusha,200,VWC,True,1970-01-01 00:00:00.000002002,gravity,per bucket,good,enough,river/lake,communal standpipe,functional,12,43
0.0,2013-02-13,479,Lake Nyasa,Ruvuma,40,VWC,True,1970-01-01 00:00:00.000001990,gravity,never pay,good,dry,spring,communal standpipe,non functional,2,43
0.0,2013-12-03,1816,Pangani,Arusha,200,VWC,True,1970-01-01 00:00:00.000001998,gravity,never pay,good,enough,spring,communal standpipe,functional,12,43
0.0,2012-10-12,0,Lake Victoria,Shinyanga,0,WUG,True,1970-01-01 00:00:00.000000000,other,never pay,good,enough,shallow well,other,functional,10,42
0.0,2012-10-04,0,Internal,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,handpump,other,good,enough,shallow well,hand pump,functional needs repair,10,42
0.0,2013-03-15,1175,Pangani,Kilimanjaro,1,Water Board,True,1970-01-01 00:00:00.000002008,gravity,monthly,good,enough,spring,communal standpipe,functional,3,43
0.0,2013-03-24,1296,Pangani,Kilimanjaro,1,Water Board,True,1970-01-01 00:00:00.000002001,gravity,monthly,good,enough,spring,communal standpipe,functional,3,43
0.0,2011-02-18,1677,Rufiji,Iringa,950,VWC,True,1970-01-01 00:00:00.000002009,handpump,never pay,good,enough,borehole,hand pump,functional,2,41
5000.0,2011-02-27,119,Wami/Ruvu,Pwani,10,Parastatal,True,1970-01-01 00:00:00.000002010,motorpump,monthly,good,insufficient,river/lake,communal standpipe,functional,2,41
0.0,2011-08-03,0,Lake Victoria,Mwanza,0,VWC,True,1970-01-01 00:00:00.000000000,motorpump,never pay,good,enough,borehole,communal standpipe,non functional,8,41
0.0,2013-11-02,955,Pangani,Kilimanjaro,43,VWC,True,1970-01-01 00:00:00.000000000,gravity,other,good,enough,river/lake,communal standpipe,non functional,11,43
0.0,2011-03-24,275,Rufiji,Morogoro,150,VWC,True,1970-01-01 00:00:00.000002007,handpump,never pay,salty,enough,shallow well,hand pump,non functional,3,41
0.0,2011-08-07,0,Lake Victoria,Kagera,0,VWC,False,1970-01-01 00:00:00.000000000,gravity,never pay,unknown,dry,rainwater harvesting,communal standpipe,non functional,8,41
20.0,2011-03-12,189,Wami/Ruvu,Pwani,60,WUA,True,1970-01-01 00:00:00.000002010,submersible,per bucket,good,enough,river/lake,communal standpipe,functional,3,41
500.0,2011-11-03,2183,Lake Nyasa,Iringa,50,VWC,True,1970-01-01 00:00:00.000001998,gravity,annually,good,enough,spring,communal standpipe,functional,11,41
0.0,2012-10-23,1378,Lake Victoria,Shinyanga,250,Parastatal,False,1970-01-01 00:00:00.000001986,other,never pay,colored,enough,shallow well,other,non functional,10,42
0.0,2013-11-02,971,Pangani,Kilimanjaro,4000,VWC,True,1970-01-01 00:00:00.000002007,gravity,never pay,good,enough,spring,other,functional,11,43
0.0,2012-10-29,0,Lake Tanganyika,Shinyanga,0,WUG,True,1970-01-01 00:00:00.000000000,handpump,unknown,good,enough,shallow well,hand pump,functional needs repair,10,42
10.0,2011-04-02,0,Pangani,Tanga,1000,VWC,True,1970-01-01 00:00:00.000002008,handpump,per bucket,good,insufficient,shallow well,hand pump,functional,4,41
0.0,2011-08-23,1773,Lake Rukwa,Rukwa,625,VWC,True,1970-01-01 00:00:00.000001983,gravity,never pay,good,enough,river/lake,communal standpipe,non functional,8,41
5.0,2013-02-26,1129,Pangani,Kilimanjaro,60,Water Board,True,1970-01-01 00:00:00.000001999,gravity,per bucket,good,enough,spring,communal standpipe,functional,2,43
25.0,2013-10-03,720,Pangani,Kilimanjaro,35,Water Board,True,1970-01-01 00:00:00.000002008,submersible,per bucket,good,enough,borehole,communal standpipe,functional,10,43
0.0,2011-07-26,0,Lake Victoria,Mwanza,0,VWC,True,1970-01-01 00:00:00.000000000,other,never pay,good,seasonal,spring,other,functional,7,41
0.0,2013-01-16,1470,Internal,Singida,57,WUG,True,1970-01-01 00:00:00.000002006,handpump,never pay,milky,seasonal,shallow well,hand pump,functional,1,43
0.0,2011-03-11,0,Internal,Dodoma,0,VWC,True,1970-01-01 00:00:00.000000000,motorpump,per bucket,good,enough,borehole,communal standpipe,functional,3,41
0.0,2011-08-06,752,Lake Tanganyika,Rukwa,1,VWC,False,1970-01-01 00:00:00.000001988,other,never pay,good,enough,shallow well,hand pump,non functional,8,41
0.0,2011-03-18,1210,Pangani,Tanga,350,VWC,False,1970-01-01 00:00:00.000001972,gravity,never pay,good,dry,spring,communal standpipe,functional,3,41
0.0,2011-02-23,1997,Lake Nyasa,Iringa,0,VWC,False,1970-01-01 00:00:00.000001985,gravity,never pay,good,enough,spring,communal standpipe,functional,2,41
250.0,2013-02-09,1190,Lake Tanganyika,Kigoma,210,Water authority,True,1970-01-01 00:00:00.000001999,gravity,monthly,good,enough,river/lake,communal standpipe,functional,2,43
0.0,2013-02-16,0,Lake Victoria,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,handpump,unknown,good,enough,shallow well,hand pump,functional,2,43
0.0,2012-10-24,1431,Lake Victoria,Mara,300,Parastatal,True,1970-01-01 00:00:00.000002009,gravity,unknown,good,enough,rainwater harvesting,communal standpipe,functional,10,42
0.0,2011-04-08,0,Lake Rukwa,Mbeya,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,enough,shallow well,hand pump,functional,4,41
25.0,2013-10-03,703,Pangani,Kilimanjaro,75,Water Board,True,1970-01-01 00:00:00.000002008,submersible,per bucket,good,enough,borehole,communal standpipe,functional,10,43
0.0,2013-03-26,1352,Pangani,Kilimanjaro,1,Water Board,True,1970-01-01 00:00:00.000001999,gravity,monthly,good,enough,spring,communal standpipe,functional,3,43
2400.0,2011-03-19,1542,Rufiji,Iringa,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,annually,good,insufficient,spring,communal standpipe,non functional,3,41
50.0,2011-02-27,247,Wami/Ruvu,Pwani,150,Water Board,False,1970-01-01 00:00:00.000002008,gravity,per bucket,salty,insufficient,dam,communal standpipe,functional,2,41
0.0,2011-02-23,68,Wami/Ruvu,Pwani,1,VWC,False,1970-01-01 00:00:00.000002007,gravity,never pay,good,enough,rainwater harvesting,communal standpipe,functional,2,41
0.0,2011-03-04,152,Pangani,Tanga,500,VWC,False,1970-01-01 00:00:00.000002003,handpump,never pay,good,insufficient,shallow well,hand pump,non functional,3,41
0.0,2013-01-29,1949,Lake Tanganyika,Rukwa,850,VWC,True,1970-01-01 00:00:00.000001978,gravity,never pay,good,enough,river/lake,communal standpipe,functional,1,43
0.0,2013-03-05,-18,Ruvuma/Southern Coast,Lindi,560,VWC,True,1970-01-01 00:00:00.000001975,submersible,never pay,good,dry,spring,communal standpipe,non functional,3,43
500.0,2011-01-03,1619,Rufiji,Iringa,80,VWC,False,1970-01-01 00:00:00.000002006,gravity,monthly,good,enough,spring,communal standpipe,functional,1,41
0.0,2013-03-20,1415,Internal,Kilimanjaro,1,Water Board,True,1970-01-01 00:00:00.000002001,gravity,monthly,good,enough,spring,communal standpipe,functional,3,43
0.0,2011-02-28,1937,Lake Nyasa,Iringa,0,VWC,False,1970-01-01 00:00:00.000002010,gravity,never pay,good,enough,spring,communal standpipe,functional,2,41
0.0,2012-10-13,0,Lake Tanganyika,Tabora,0,VWC,True,1970-01-01 00:00:00.000000000,submersible,never pay,good,enough,dam,communal standpipe,functional,10,42
500.0,2011-03-09,368,Wami/Ruvu,Morogoro,300,VWC,True,1970-01-01 00:00:00.000001980,handpump,monthly,good,insufficient,shallow well,hand pump,functional,3,41
200.0,2011-03-25,2118,Lake Nyasa,Iringa,0,WUA,False,1970-01-01 00:00:00.000001990,gravity,monthly,good,enough,spring,communal standpipe,functional,3,41
0.0,2011-04-04,0,Rufiji,Mbeya,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,never pay,good,seasonal,river/lake,communal standpipe,non functional,4,41
0.0,2011-04-14,0,Internal,Dodoma,0,VWC,False,1970-01-01 00:00:00.000000000,gravity,never pay,good,enough,spring,communal standpipe,non functional,4,41
0.0,2011-02-20,108,Wami/Ruvu,Pwani,330,Private operator,False,1970-01-01 00:00:00.000000000,handpump,never pay,good,enough,shallow well,hand pump,non functional,2,41
20.0,2011-04-03,0,Pangani,Tanga,385,VWC,True,1970-01-01 00:00:00.000002008,handpump,per bucket,good,insufficient,shallow well,hand pump,functional,4,41
0.0,2011-02-23,62,Wami/Ruvu,Pwani,1,VWC,False,1970-01-01 00:00:00.000001978,gravity,never pay,good,enough,river/lake,communal standpipe,non functional,2,41
0.0,2011-04-11,0,Wami/Ruvu,Dodoma,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,never pay,salty,enough,shallow well,hand pump,non functional,4,41
0.0,2011-03-29,0,Internal,Dodoma,0,VWC,False,1970-01-01 00:00:00.000000000,motorpump,per bucket,good,insufficient,borehole,communal standpipe,functional,3,41
0.0,2011-04-08,0,Lake Rukwa,Mbeya,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,on failure,good,enough,borehole,hand pump,functional,4,41
0.0,2011-04-15,0,Rufiji,Mbeya,0,WUA,True,1970-01-01 00:00:00.000000000,gravity,monthly,good,insufficient,river/lake,communal standpipe,functional,4,41
0.0,2013-02-03,315,Ruvuma/Southern Coast,Mtwara,1,VWC,True,1970-01-01 00:00:00.000001977,motorpump,unknown,salty,dry,borehole,other,non functional,2,43
0.0,2013-02-10,1314,Lake Victoria,Mara,100,Other,True,1970-01-01 00:00:00.000001991,gravity,unknown,good,seasonal,rainwater harvesting,hand pump,non functional,2,43
0.0,2011-03-22,757,Rufiji,Morogoro,60,VWC,True,1970-01-01 00:00:00.000001996,handpump,never pay,good,enough,shallow well,hand pump,non functional,3,41
50.0,2013-01-23,309,Ruvuma/Southern Coast,Lindi,340,VWC,False,1970-01-01 00:00:00.000001985,other,per bucket,salty,insufficient,borehole,other,non functional,1,43
0.0,2011-04-11,0,Rufiji,Mbeya,0,VWC,False,1970-01-01 00:00:00.000000000,gravity,on failure,good,enough,river/lake,communal standpipe,functional,4,41
0.0,2011-03-19,0,Wami/Ruvu,Dodoma,0,VWC,True,1970-01-01 00:00:00.000000000,motorpump,per bucket,good,insufficient,borehole,communal standpipe,functional,3,41
0.0,2013-11-02,523,Lake Nyasa,Ruvuma,450,VWC,True,1970-01-01 00:00:00.000002012,gravity,unknown,good,enough,spring,communal standpipe,functional,11,43
50.0,2013-01-31,108,Ruvuma/Southern Coast,Mtwara,150,VWC,True,1970-01-01 00:00:00.000001977,submersible,per bucket,good,enough,borehole,communal standpipe,functional,1,43
150.0,2013-02-01,847,Lake Tanganyika,Kigoma,145,WUG,True,1970-01-01 00:00:00.000001984,gravity,monthly,good,enough,river/lake,communal standpipe,non functional,2,43
500.0,2011-03-03,1591,Rufiji,Iringa,80,VWC,False,1970-01-01 00:00:00.000002008,rope pump,on failure,good,enough,borehole,hand pump,functional,3,41
0.0,2011-07-26,0,Lake Victoria,Mwanza,0,VWC,True,1970-01-01 00:00:00.000000000,other,monthly,good,enough,shallow well,other,non functional,7,41
500.0,2011-03-21,327,Rufiji,Morogoro,269,Water Board,True,1970-01-01 00:00:00.000002006,gravity,monthly,good,enough,river/lake,communal standpipe,functional,3,41
0.0,2011-02-20,123,Rufiji,Pwani,1,VWC,True,1970-01-01 00:00:00.000002008,gravity,never pay,good,seasonal,rainwater harvesting,communal standpipe,non functional,2,41
0.0,2011-07-23,0,Lake Victoria,Kagera,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,never pay,good,enough,spring,improved spring,functional,7,41
0.0,2013-03-12,1373,Pangani,Kilimanjaro,140,VWC,False,1970-01-01 00:00:00.000001982,gravity,never pay,good,insufficient,river/lake,other,non functional,3,43
0.0,2011-02-19,370,Wami/Ruvu,Pwani,500,VWC,False,1970-01-01 00:00:00.000001985,gravity,never pay,good,enough,spring,communal standpipe,non functional,2,41
0.0,2013-03-02,1376,Pangani,Kilimanjaro,1,Company,True,1970-01-01 00:00:00.000002008,gravity,monthly,good,insufficient,spring,communal standpipe,functional,3,43
0.0,2013-03-18,1030,Pangani,Arusha,140,VWC,True,1970-01-01 00:00:00.000001974,gravity,unknown,good,insufficient,spring,communal standpipe,non functional,3,43
500.0,2013-03-29,1562,Pangani,Kilimanjaro,120,Water authority,True,1970-01-01 00:00:00.000002004,gravity,monthly,good,insufficient,river/lake,communal standpipe,non functional,3,43
0.0,2012-11-05,0,Lake Victoria,Mwanza,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,never pay,good,insufficient,river/lake,communal standpipe,non functional,11,42
0.0,2012-10-19,0,Lake Tanganyika,Shinyanga,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,unknown,good,enough,shallow well,hand pump,functional,10,42
200.0,2011-03-25,2140,Lake Nyasa,Iringa,0,WUA,False,1970-01-01 00:00:00.000001990,gravity,monthly,good,enough,spring,communal standpipe,functional,3,41
0.0,2013-02-27,1592,Internal,Kilimanjaro,1,Company,True,1970-01-01 00:00:00.000002009,gravity,monthly,good,insufficient,spring,communal standpipe,functional,2,43
0.0,2011-04-04,0,Wami/Ruvu,Dodoma,0,VWC,False,1970-01-01 00:00:00.000000000,motorpump,per bucket,good,dry,borehole,communal standpipe,non functional,4,41
0.0,2012-10-12,0,Lake Victoria,Shinyanga,0,WUG,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,enough,shallow well,hand pump,functional,10,42
50.0,2013-03-25,85,Wami/Ruvu,Dar es Salaam,253,VWC,False,1970-01-01 00:00:00.000001970,submersible,per bucket,good,dry,river/lake,communal standpipe,non functional,3,43
500.0,2011-02-22,1628,Lake Nyasa,Iringa,92,VWC,True,1970-01-01 00:00:00.000001992,gravity,annually,good,enough,spring,communal standpipe,functional,2,41
0.0,2013-01-24,289,Ruvuma/Southern Coast,Mtwara,1,Water Board,True,1970-01-01 00:00:00.000001982,submersible,never pay,good,dry,borehole,communal standpipe,non functional,1,43
0.0,2011-07-30,0,Lake Victoria,Mwanza,0,VWC,True,1970-01-01 00:00:00.000000000,other,unknown,unknown,unknown,borehole,other,non functional,7,41
0.0,2012-10-04,0,Lake Victoria,Mwanza,0,VWC,True,1970-01-01 00:00:00.000000000,other,never pay,good,enough,shallow well,other,non functional,10,42
0.0,2013-02-01,0,Lake Victoria,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,handpump,other,good,enough,shallow well,hand pump,functional needs repair,2,43
50.0,2011-03-04,79,Pangani,Tanga,50,VWC,False,1970-01-01 00:00:00.000002007,submersible,per bucket,salty,insufficient,borehole,communal standpipe,functional,3,41
500.0,2011-03-03,460,Wami/Ruvu,Morogoro,40,WUG,True,1970-01-01 00:00:00.000002009,submersible,monthly,salty,enough,borehole,communal standpipe,functional,3,41
0.0,2012-10-11,0,Lake Tanganyika,Shinyanga,0,WUG,True,1970-01-01 00:00:00.000000000,handpump,unknown,good,insufficient,shallow well,hand pump,non functional,10,42
20.0,2013-02-24,693,Pangani,Manyara,150,VWC,True,1970-01-01 00:00:00.000001975,gravity,per bucket,good,insufficient,spring,communal standpipe,functional,2,43
500.0,2013-01-18,1296,Lake Tanganyika,Rukwa,1,VWC,True,1970-01-01 00:00:00.000001983,handpump,monthly,salty,enough,shallow well,hand pump,functional,1,43
0.0,2011-03-11,90,Wami/Ruvu,Morogoro,250,VWC,True,1970-01-01 00:00:00.000001997,handpump,never pay,good,enough,shallow well,hand pump,functional,3,41
500.0,2011-03-27,1505,Pangani,Tanga,1,VWC,True,1970-01-01 00:00:00.000001988,gravity,monthly,good,enough,spring,communal standpipe,functional,3,41
0.0,2012-10-04,0,Internal,Shinyanga,0,Parastatal,False,1970-01-01 00:00:00.000000000,gravity,unknown,good,seasonal,rainwater harvesting,communal standpipe,functional,10,42
5.0,2013-02-25,1314,Pangani,Kilimanjaro,60,Water Board,True,1970-01-01 00:00:00.000001999,gravity,per bucket,good,enough,spring,communal standpipe,functional,2,43
0.0,2012-10-08,0,Internal,Shinyanga,0,Parastatal,True,1970-01-01 00:00:00.000000000,gravity,never pay,good,seasonal,rainwater harvesting,communal standpipe,non functional,10,42
0.0,2011-08-09,530,Wami/Ruvu,Morogoro,80,VWC,True,1970-01-01 00:00:00.000002011,rope pump,never pay,good,enough,shallow well,hand pump,functional,8,41
0.0,2011-07-31,0,Lake Victoria,Kagera,0,WUG,True,1970-01-01 00:00:00.000000000,gravity,never pay,good,dry,spring,communal standpipe,non functional,7,41
0.0,2012-10-12,0,Internal,Tabora,0,VWC,False,1970-01-01 00:00:00.000000000,handpump,annually,good,enough,borehole,hand pump,functional,10,42
100.0,2013-02-14,1264,Internal,Manyara,1300,VWC,True,1970-01-01 00:00:00.000002009,submersible,per bucket,salty,insufficient,borehole,communal standpipe,functional needs repair,2,43
0.0,2013-01-04,1444,Pangani,Arusha,150,VWC,True,1970-01-01 00:00:00.000002002,gravity,never pay,good,insufficient,spring,communal standpipe,functional,1,43
0.0,2011-02-17,340,Wami/Ruvu,Pwani,500,Private operator,False,1970-01-01 00:00:00.000002009,other,never pay,unknown,unknown,borehole,other,non functional,2,41
70.0,2013-02-24,172,Ruvuma/Southern Coast,Mtwara,3000,VWC,True,1970-01-01 00:00:00.000001978,submersible,per bucket,good,enough,borehole,communal standpipe,functional,2,43
0.0,2011-03-30,0,Lake Rukwa,Mbeya,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,monthly,good,enough,river/lake,communal standpipe,functional needs repair,3,41
0.0,2011-04-05,0,Wami/Ruvu,Dodoma,0,VWC,False,1970-01-01 00:00:00.000000000,motorpump,per bucket,good,dry,borehole,communal standpipe,non functional,4,41
0.0,2012-10-01,0,Internal,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,handpump,other,salty,insufficient,borehole,hand pump,functional,10,42
0.0,2011-03-23,0,Wami/Ruvu,Dodoma,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,insufficient,shallow well,hand pump,functional,3,41
0.0,2013-01-18,1105,Internal,Singida,145,Parastatal,True,1970-01-01 00:00:00.000001998,gravity,never pay,good,seasonal,rainwater harvesting,communal standpipe,functional,1,43
0.0,2013-03-08,1618,Lake Victoria,Mara,50,Other,True,1970-01-01 00:00:00.000001997,handpump,never pay,good,insufficient,shallow well,hand pump,non functional,3,43
0.0,2011-03-12,1782,Pangani,Tanga,1,VWC,True,1970-01-01 00:00:00.000001967,gravity,never pay,good,enough,spring,communal standpipe,functional,3,41
0.0,2013-03-23,1225,Pangani,Kilimanjaro,350,VWC,True,1970-01-01 00:00:00.000001972,gravity,never pay,good,insufficient,spring,other,functional needs repair,3,43
0.0,2011-03-15,0,Wami/Ruvu,Dodoma,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,monthly,good,enough,spring,communal standpipe,functional,3,41
500.0,2011-03-16,186,Wami/Ruvu,Morogoro,1000,VWC,True,1970-01-01 00:00:00.000002003,handpump,on failure,good,insufficient,shallow well,hand pump,functional,3,41
10.0,2013-07-03,1457,Pangani,Kilimanjaro,40,Water Board,True,1970-01-01 00:00:00.000001999,gravity,per bucket,good,enough,spring,communal standpipe,functional,7,43
0.0,2011-07-16,0,Lake Victoria,Mwanza,0,VWC,True,1970-01-01 00:00:00.000000000,submersible,never pay,good,insufficient,river/lake,communal standpipe,functional,7,41
0.0,2011-07-17,0,Lake Tanganyika,Kagera,0,VWC,True,1970-01-01 00:00:00.000000000,other,never pay,good,enough,borehole,other,non functional,7,41
0.0,2012-10-01,0,Internal,Shinyanga,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,insufficient,shallow well,hand pump,functional,10,42
0.0,2011-07-10,0,Lake Victoria,Kagera,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,monthly,colored,insufficient,borehole,hand pump,functional,7,41
0.0,2013-03-13,1305,Pangani,Arusha,160,VWC,True,1970-01-01 00:00:00.000002009,gravity,unknown,good,insufficient,spring,communal standpipe,functional,3,43
500.0,2013-01-16,1181,Lake Tanganyika,Kigoma,1500,Water authority,False,1970-01-01 00:00:00.000002005,handpump,on failure,good,enough,borehole,hand pump,non functional,1,43
0.0,2013-02-16,472,Lake Nyasa,Ruvuma,80,VWC,True,1970-01-01 00:00:00.000002013,gravity,never pay,good,enough,spring,communal standpipe,functional,2,43
0.0,2011-08-26,0,Lake Victoria,Mwanza,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,insufficient,shallow well,hand pump,functional needs repair,8,41
0.0,2012-10-24,0,Lake Tanganyika,Shinyanga,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,enough,shallow well,hand pump,functional,10,42
6.0,2013-08-03,883,Pangani,Kilimanjaro,10,Water Board,True,1970-01-01 00:00:00.000002008,gravity,per bucket,good,enough,spring,communal standpipe,functional,8,43
10.0,2013-03-21,1377,Internal,Arusha,800,VWC,True,1970-01-01 00:00:00.000001994,gravity,per bucket,good,seasonal,river/lake,communal standpipe,functional,3,43
0.0,2013-02-14,0,Internal,Tabora,0,VWC,False,1970-01-01 00:00:00.000000000,other,never pay,good,seasonal,shallow well,other,non functional,2,43
1000.0,2011-03-01,1638,Rufiji,Iringa,1,VWC,True,1970-01-01 00:00:00.000001982,gravity,monthly,good,enough,spring,communal standpipe,functional,3,41
0.0,2013-02-07,982,Ruvuma/Southern Coast,Ruvuma,900,VWC,True,1970-01-01 00:00:00.000001972,gravity,never pay,good,enough,dam,communal standpipe,non functional,2,43
0.0,2013-03-16,43,Wami/Ruvu,Dar es Salaam,250,WUG,False,1970-01-01 00:00:00.000002000,handpump,never pay,good,enough,shallow well,hand pump,non functional,3,43
0.0,2013-01-19,1336,Lake Tanganyika,Rukwa,300,Water authority,True,1970-01-01 00:00:00.000001985,other,never pay,good,enough,borehole,hand pump,functional,1,43
0.0,2013-02-12,1233,Lake Tanganyika,Kigoma,500,VWC,False,1970-01-01 00:00:00.000002006,gravity,unknown,good,insufficient,rainwater harvesting,communal standpipe,non functional,2,43
0.0,2013-02-03,274,Ruvuma/Southern Coast,Mtwara,1,VWC,True,1970-01-01 00:00:00.000001985,handpump,unknown,good,enough,borehole,hand pump,non functional,2,43
0.0,2013-02-17,0,Internal,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,handpump,other,good,enough,shallow well,hand pump,functional,2,43
0.0,2013-02-03,356,Ruvuma/Southern Coast,Mtwara,1,Water Board,True,1970-01-01 00:00:00.000001982,submersible,never pay,good,seasonal,borehole,communal standpipe,non functional,2,43
0.0,2011-08-01,0,Lake Victoria,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,handpump,never pay,good,enough,shallow well,hand pump,functional,8,41
0.0,2013-01-20,376,Ruvuma/Southern Coast,Mtwara,1,Water Board,True,1970-01-01 00:00:00.000001982,submersible,never pay,good,seasonal,borehole,communal standpipe,functional,1,43
0.0,2012-11-05,0,Internal,Shinyanga,0,WUG,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,dry,shallow well,hand pump,non functional,11,42
2500.0,2011-03-14,1591,Rufiji,Iringa,65,VWC,True,1970-01-01 00:00:00.000002010,gravity,annually,good,enough,spring,communal standpipe,functional,3,41
0.0,2013-01-26,0,Lake Victoria,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,other,per bucket,unknown,dry,shallow well,other,non functional,1,43
0.0,2011-03-06,-4,Pangani,Tanga,20,VWC,False,1970-01-01 00:00:00.000001976,submersible,never pay,salty,insufficient,borehole,communal standpipe,non functional,3,41
0.0,2011-03-19,-29,Wami/Ruvu,Pwani,500,Parastatal,False,1970-01-01 00:00:00.000002009,submersible,never pay,good,enough,borehole,communal standpipe,functional,3,41
2400.0,2011-03-17,1631,Rufiji,Iringa,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,annually,good,enough,spring,communal standpipe,functional,3,41
20.0,2011-04-20,442,Wami/Ruvu,Morogoro,352,VWC,True,1970-01-01 00:00:00.000001980,submersible,per bucket,good,insufficient,borehole,communal standpipe,functional,4,41
0.0,2011-07-30,0,Lake Victoria,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,handpump,other,good,enough,shallow well,hand pump,functional needs repair,7,41
